,CustomerID,Cluster,Metric,Value
99,12977,1,Recency,0.7048805498581207
100,12980,2,Recency,1.0331537241928552
101,12981,2,Recency,-0.6399805191906309
102,12982,1,Recency,1.6155738722060942
103,12984,1,Recency,-0.7564645487932787
104,12985,0,Recency,-0.9470747790521569
105,12987,1,Recency,-0.1740444007800398
106,12988,2,Recency,2.1450467340363115
107,12989,0,Recency,-0.9153064073423438
108,12990,1,Recency,-0.6188016047174222
109,12991,2,Recency,-0.7035172626102569
110,12993,2,Recency,-0.7035172626102569
111,12994,0,Recency,-0.9047169501057395
112,12997,2,Recency,-0.7141067198468614
113,12999,1,Recency,1.2237639544517336
114,13000,1,Recency,1.795594645228368
115,13001,0,Recency,-0.9047169501057395
116,13002,1,Recency,2.420372622188024
117,13004,0,Recency,-0.8305907494495091
118,13005,1,Recency,0.8849013228803945
119,13006,1,Recency,-0.35406517380231367
120,13008,1,Recency,2.473319908371046
121,13012,0,Recency,-0.8517696639227178
122,13013,0,Recency,-0.7246961770834657
123,13014,0,Recency,-0.8411802066861135
124,13015,0,Recency,-0.3858335455121267
125,13016,2,Recency,-0.1740444007800398
126,13018,0,Recency,-0.7776434632664874
127,13021,0,Recency,-0.9047169501057395
128,13023,2,Recency,-0.2693495159094789
129,13026,0,Recency,-0.9364853218155526
130,13027,2,Recency,0.24953388868413393
131,13028,2,Recency,-0.7141067198468614
132,13029,2,Recency,0.5142703195992425
133,13030,2,Recency,-0.8305907494495091
134,13032,2,Recency,-0.39642300274873105
135,13033,1,Recency,2.833361454415593
136,13034,2,Recency,-0.37524408827552236
137,13035,2,Recency,-0.1740444007800398
138,13037,2,Recency,0.5142703195992425
139,13038,1,Recency,2.1238678195631024
140,13040,2,Recency,-0.8623591211593221
141,13043,1,Recency,1.9438470465408288
142,13044,2,Recency,2.134457276799707
143,13045,1,Recency,0.10128148737167311
144,13046,2,Recency,-0.6293910619540266
145,13047,0,Recency,-0.35406517380231367
146,13048,0,Recency,-0.7988223777396961
147,13049,1,Recency,-0.2693495159094789
148,13050,0,Recency,-0.7988223777396961
149,13052,1,Recency,1.2978901551079638
150,13055,2,Recency,-0.1210971145970181
151,13058,1,Recency,-0.6929278053736526
152,13060,1,Recency,1.7320579018087419
153,13061,1,Recency,-0.18463385801664414
154,13062,1,Recency,1.0755115531392727
155,13064,2,Recency,-0.8200012922129047
156,13066,2,Recency,-0.6929278053736526
157,13067,1,Recency,-0.07873928565060072
158,13069,0,Recency,-0.7988223777396961
159,13070,1,Recency,1.086101010375877
160,13072,1,Recency,1.8697208458845984
161,13075,1,Recency,0.4189652044698034
162,13077,0,Recency,-0.9364853218155526
163,13078,0,Recency,-0.9153064073423438
164,13080,1,Recency,0.9484380663000206
165,13081,0,Recency,-0.8305907494495091
166,13082,2,Recency,0.715470007094725
167,13083,2,Recency,-0.9047169501057395
168,13085,1,Recency,2.1768151057461242
169,13089,0,Recency,-0.9047169501057395
170,13090,0,Recency,-0.8623591211593221
171,13091,2,Recency,-0.6505699764272352
172,13092,1,Recency,-0.20581277248985283
173,13093,2,Recency,1.9650259610140375
174,13094,1,Recency,0.4189652044698034
175,13095,1,Recency,-0.20581277248985283
176,13097,0,Recency,-0.6082121474808179
177,13098,0,Recency,-0.9364853218155526
178,13101,1,Recency,1.5308582143132594
179,13102,0,Recency,-0.9364853218155526
180,13104,0,Recency,-0.9153064073423438
181,13106,1,Recency,0.4613230334162208
182,13107,2,Recency,-0.046970913940787694
183,13109,2,Recency,-0.3222968020925006
184,13110,0,Recency,-0.6188016047174222
185,13113,0,Recency,-0.9470747790521569
186,13115,0,Recency,-0.8305907494495091
187,13116,1,Recency,0.5142703195992425
188,13117,2,Recency,-0.7246961770834657
189,13118,2,Recency,-0.7458750915566743
190,13120,1,Recency,1.573216043259677
191,13121,1,Recency,1.9014892175944114
192,13122,2,Recency,1.5943949577328855
193,13124,0,Recency,-0.00461308499437032
194,13126,0,Recency,-0.9047169501057395
195,13127,1,Recency,-0.13168657183362245
196,13131,2,Recency,-0.7035172626102569
197,13132,1,Recency,1.8167735597015766
198,13133,1,Recency,1.9438470465408288
199,13134,2,Recency,-0.046970913940787694
200,13135,2,Recency,1.1284588393222943
201,13136,2,Recency,-0.35406517380231367
202,13137,0,Recency,-0.8411802066861135
203,13138,2,Recency,-0.7141067198468614
204,13139,0,Recency,-0.7776434632664874
205,13140,2,Recency,0.1965866025011122
206,13141,2,Recency,-0.05756037117739204
207,13142,2,Recency,-0.7458750915566743
208,13144,1,Recency,2.568625023500485
209,13145,1,Recency,0.016565829478838365
210,13146,2,Recency,-0.671748890900444
211,13147,1,Recency,0.10128148737167311
212,13148,0,Recency,-0.6399805191906309
213,13149,0,Recency,-0.7988223777396961
214,13151,2,Recency,2.1768151057461242
215,13153,2,Recency,-0.8941274928691352
216,13155,2,Recency,-0.5976226902442136
217,13157,2,Recency,-0.42819137445854405
218,13158,2,Recency,0.04833420118865139
219,13159,0,Recency,-0.8623591211593221
220,13160,1,Recency,-0.7141067198468614
221,13161,1,Recency,2.3674253360050024
222,13162,2,Recency,0.344839003813573
223,13165,2,Recency,-0.45995974616835705
224,13166,1,Recency,2.0497416189068725
225,13167,2,Recency,-0.7564645487932787
226,13168,2,Recency,-0.5658543185344005
227,13169,1,Recency,1.7214684445721375
228,13170,2,Recency,-0.671748890900444
229,13171,2,Recency,-0.42819137445854405
230,13173,1,Recency,-0.9047169501057395
231,13174,0,Recency,-0.7776434632664874
232,13176,2,Recency,-0.45995974616835705
233,13177,1,Recency,-0.2693495159094789
234,13178,0,Recency,-0.671748890900444
235,13182,1,Recency,-0.4705492034049614
236,13183,0,Recency,-0.8729485783959264
237,13184,0,Recency,-0.7988223777396961
238,13186,2,Recency,-0.5340859468245874
239,13187,1,Recency,2.621572309683507
240,13189,2,Recency,-0.7564645487932787
241,13192,2,Recency,0.05892365842525574
242,13193,1,Recency,-0.3011178876192919
243,13194,1,Recency,0.48250194788942946
244,13196,0,Recency,-0.8305907494495091
245,13198,0,Recency,-0.8411802066861135
246,13199,0,Recency,-0.9153064073423438
247,13200,2,Recency,-0.7458750915566743
248,13203,2,Recency,-0.8517696639227178
249,13208,2,Recency,-0.332886259329105
250,13209,0,Recency,-0.6293910619540266
251,13210,2,Recency,0.03774474395204705
252,13211,2,Recency,0.05892365842525574
253,13212,2,Recency,-0.7458750915566743
254,13213,2,Recency,-0.35406517380231367
255,13216,1,Recency,1.8803103031212027
256,13220,1,Recency,1.3720163557641942
257,13221,2,Recency,1.5943949577328855
258,13223,1,Recency,1.1708166682687118
259,13224,2,Recency,-0.3117073448558963
260,13225,0,Recency,-0.9153064073423438
261,13226,1,Recency,1.9438470465408288
262,13228,1,Recency,-0.08932874288720506
263,13229,1,Recency,1.4355530991838203
264,13230,0,Recency,-0.9047169501057395
265,13232,0,Recency,-0.8200012922129047
266,13233,2,Recency,-0.16345494354343545
267,13235,2,Recency,1.2978901551079638
268,13236,2,Recency,-0.6929278053736526
269,13238,2,Recency,-0.7035172626102569
270,13239,1,Recency,1.8167735597015766
271,13240,2,Recency,0.06951311566186008
272,13242,1,Recency,0.23894443144752958
273,13243,2,Recency,1.2025850399785247
274,13244,1,Recency,0.02715528671544271
275,13245,1,Recency,-0.4176019172219397
276,13246,0,Recency,-0.7564645487932787
277,13247,1,Recency,-0.40701245998533536
278,13248,1,Recency,0.3660179182867817
279,13249,2,Recency,0.03774474395204705
280,13253,2,Recency,0.7048805498581207
281,13255,1,Recency,-0.8517696639227178
282,13258,2,Recency,-0.7035172626102569
283,13259,2,Recency,-0.3011178876192919
284,13260,1,Recency,-0.3011178876192919
285,13261,2,Recency,2.070920533380081
286,13262,1,Recency,1.8379524741747855
287,13263,0,Recency,-0.9364853218155526
288,13265,2,Recency,-0.3858335455121267
289,13266,0,Recency,-0.8305907494495091
290,13267,0,Recency,-0.9258958645789481
291,13268,0,Recency,-0.767054006029883
292,13269,0,Recency,-0.9364853218155526
293,13271,2,Recency,-0.5552648612977962
294,13272,1,Recency,-0.00461308499437032
295,13273,1,Recency,0.24953388868413393
296,13276,2,Recency,-0.27993897314608324
297,13277,1,Recency,0.28130226039394696
298,13278,2,Recency,-0.5234964895879831
299,13280,2,Recency,0.344839003813573
300,13282,2,Recency,-0.7564645487932787
301,13283,1,Recency,1.0119748097196466
302,13285,0,Recency,-0.7035172626102569
303,13291,1,Recency,0.6942910926215163
304,13292,2,Recency,-0.5446754040611919
305,13294,2,Recency,1.054332638666064
306,13296,1,Recency,0.5036808623626382
307,13297,0,Recency,-0.8729485783959264
308,13300,1,Recency,0.8425434939339771
309,13301,2,Recency,0.1436393163180905
310,13302,1,Recency,0.6942910926215163
311,13304,1,Recency,2.7698247109959673
312,13305,0,Recency,-0.9047169501057395
313,13308,2,Recency,-0.7141067198468614
314,13309,0,Recency,-0.8729485783959264
315,13310,2,Recency,-0.6505699764272352
316,13311,0,Recency,-0.9047169501057395
317,13313,2,Recency,-0.7141067198468614
318,13314,0,Recency,-0.9364853218155526
319,13316,0,Recency,-0.5552648612977962
320,13317,2,Recency,-0.2481706014362702
321,13318,1,Recency,-0.5552648612977962
322,13319,0,Recency,-0.8941274928691352
323,13320,2,Recency,-0.1210971145970181
324,13321,1,Recency,-0.03638145670418335
325,13322,2,Recency,-0.767054006029883
326,13323,0,Recency,-0.9153064073423438
327,13324,0,Recency,-0.5658543185344005
328,13325,2,Recency,-0.08932874288720506
329,13327,2,Recency,-0.5446754040611919
330,13328,2,Recency,2.3991937077148155
331,13329,1,Recency,-0.6188016047174222
332,13330,2,Recency,0.02715528671544271
333,13332,2,Recency,-0.7988223777396961
334,13334,0,Recency,-0.07873928565060072
335,13336,2,Recency,-0.13168657183362245
336,13338,2,Recency,0.715470007094725
337,13339,2,Recency,1.1708166682687118
338,13340,0,Recency,-0.4705492034049614
339,13341,2,Recency,1.8061841024649723
340,13343,1,Recency,0.9272591518268118
341,13344,2,Recency,-0.23758114419966586
342,13345,1,Recency,2.0920994478532897
343,13347,2,Recency,-0.20581277248985283
344,13348,1,Recency,-0.2693495159094789
345,13349,2,Recency,-0.8411802066861135
346,13350,2,Recency,-0.7776434632664874
347,13351,1,Recency,-0.2481706014362702
348,13352,2,Recency,-0.3117073448558963
349,13354,2,Recency,-0.19522331525324849
350,13355,2,Recency,0.344839003813573
351,13356,2,Recency,-0.0999182001238094
352,13357,2,Recency,1.7744157307551593
353,13358,1,Recency,1.890899760357807
354,13359,1,Recency,-0.27993897314608324
355,13362,0,Recency,-0.8517696639227178
356,13363,2,Recency,-0.767054006029883
357,13364,1,Recency,-0.19522331525324849
358,13365,0,Recency,-0.5976226902442136
359,13368,2,Recency,1.763826273518555
360,13372,1,Recency,-0.00461308499437032
361,13373,0,Recency,-0.3117073448558963
362,13375,2,Recency,-0.015202542230974664
363,13376,2,Recency,0.10128148737167311
364,13379,2,Recency,-0.671748890900444
365,13381,0,Recency,-0.6188016047174222
366,13382,1,Recency,2.0179732471970593
367,13384,0,Recency,-0.6293910619540266
368,13385,1,Recency,2.536856651790672
369,13388,2,Recency,0.4401441189430121
370,13389,2,Recency,-0.8305907494495091
371,13394,0,Recency,-0.9364853218155526
372,13395,1,Recency,1.0119748097196466
373,13396,2,Recency,-0.6399805191906309
374,13397,2,Recency,-0.18463385801664414
375,13398,2,Recency,1.086101010375877
376,13402,2,Recency,0.3977862899965947
377,13403,1,Recency,-0.767054006029883
378,13404,1,Recency,1.2978901551079638
379,13405,2,Recency,1.213174497215129
380,13408,0,Recency,-0.9364853218155526
381,13410,2,Recency,-0.16345494354343545
382,13411,2,Recency,0.18599714526450786
383,13414,2,Recency,0.4613230334162208
384,13416,1,Recency,-0.4917281178781701
385,13417,0,Recency,-0.9047169501057395
386,13418,0,Recency,-0.8305907494495091
387,13419,1,Recency,-0.27993897314608324
388,13420,1,Recency,0.8531329511705815
389,13421,2,Recency,-0.5234964895879831
390,13422,0,Recency,-0.2693495159094789
391,13425,2,Recency,0.1965866025011122
392,13426,0,Recency,-0.9470747790521569
393,13427,2,Recency,-0.7458750915566743
394,13428,2,Recency,-0.8411802066861135
395,13429,0,Recency,-0.8411802066861135
396,13430,2,Recency,-0.7564645487932787
397,13431,2,Recency,-0.23758114419966586
398,13435,0,Recency,-0.8941274928691352
399,13436,2,Recency,-0.9364853218155526
400,13437,0,Recency,-0.7988223777396961
401,13439,2,Recency,1.7532368162819507
402,13441,1,Recency,0.016565829478838365
403,13447,2,Recency,-0.7035172626102569
404,13448,0,Recency,-0.7776434632664874
405,13449,1,Recency,-0.7035172626102569
406,13450,2,Recency,-0.671748890900444
407,13451,0,Recency,-0.671748890900444
408,13452,2,Recency,1.795594645228368
409,13453,1,Recency,0.8001856649875597
410,13455,2,Recency,-0.6929278053736526
411,13456,2,Recency,-0.767054006029883
412,13458,0,Recency,-0.8729485783959264
413,13460,1,Recency,-0.6399805191906309
414,13461,2,Recency,-0.5446754040611919
415,13462,1,Recency,1.7214684445721375
416,13464,2,Recency,-0.332886259329105
417,13466,1,Recency,1.0013853524830423
418,13467,0,Recency,-0.8411802066861135
419,13468,0,Recency,-0.9364853218155526
420,13470,1,Recency,0.10128148737167311
421,13471,0,Recency,-0.9364853218155526
422,13473,2,Recency,-0.3117073448558963
423,13474,1,Recency,1.552037128786468
424,13475,2,Recency,1.3508374412909856
425,13476,2,Recency,0.9378486090634163
426,13477,2,Recency,-0.3434757165657093
427,13479,1,Recency,1.1708166682687118
428,13481,2,Recency,-0.4705492034049614
429,13482,1,Recency,1.5096792998400508
430,13483,1,Recency,-0.25876005867287455
431,13484,1,Recency,1.6049844149694898
432,13485,1,Recency,1.520268757076655
433,13486,2,Recency,-0.1210971145970181
434,13487,2,Recency,-0.3434757165657093
435,13488,0,Recency,-0.767054006029883
436,13489,2,Recency,0.16481823079129918
437,13491,2,Recency,-0.40701245998533536
438,13494,1,Recency,2.3462464215317937
439,13495,0,Recency,-0.8729485783959264
440,13496,2,Recency,-0.8411802066861135
441,13497,1,Recency,2.039152161670268
442,13499,2,Recency,-0.767054006029883
443,13500,2,Recency,-0.7035172626102569
444,13502,1,Recency,-0.7776434632664874
445,13503,1,Recency,-0.19522331525324849
446,13504,2,Recency,-0.2693495159094789
447,13506,1,Recency,2.3991937077148155
448,13507,0,Recency,-0.9153064073423438
449,13508,1,Recency,1.6261633294426985
450,13509,2,Recency,-0.8623591211593221
451,13510,0,Recency,-0.9364853218155526
452,13512,1,Recency,1.8061841024649723
453,13513,1,Recency,0.3871968327599904
454,13515,2,Recency,-0.18463385801664414
455,13516,2,Recency,-0.7246961770834657
456,13517,2,Recency,-0.3222968020925006
457,13518,2,Recency,-0.046970913940787694
458,13519,1,Recency,-0.1210971145970181
459,13521,0,Recency,-0.9364853218155526
460,13523,0,Recency,-0.5976226902442136
461,13524,1,Recency,-0.5234964895879831
462,13525,1,Recency,-0.7988223777396961
463,13527,0,Recency,-0.5976226902442136
464,13529,1,Recency,-0.1210971145970181
465,13531,1,Recency,1.2237639544517336
466,13532,2,Recency,-0.5976226902442136
467,13533,2,Recency,0.9802064380098336
468,13534,0,Recency,-0.9258958645789481
469,13536,0,Recency,-0.9364853218155526
470,13538,2,Recency,-0.4917281178781701
471,13539,2,Recency,-0.046970913940787694
472,13544,2,Recency,-0.5340859468245874
473,13546,2,Recency,-0.8200012922129047
474,13548,2,Recency,0.06951311566186008
475,13549,2,Recency,-0.2693495159094789
476,13551,1,Recency,2.4309620794246287
477,13552,0,Recency,-0.2481706014362702
478,13555,2,Recency,-0.1740444007800398
479,13557,2,Recency,-0.6505699764272352
480,13558,0,Recency,-0.8941274928691352
481,13560,2,Recency,-0.8729485783959264
482,13562,2,Recency,-0.08932874288720506
483,13563,2,Recency,-0.05756037117739204
484,13564,2,Recency,0.5778070630188685
485,13565,2,Recency,-0.7458750915566743
486,13566,2,Recency,-0.5234964895879831
487,13568,1,Recency,0.8849013228803945
488,13569,2,Recency,-0.767054006029883
489,13570,1,Recency,1.6261633294426985
490,13571,0,Recency,-0.8200012922129047
491,13572,2,Recency,1.2237639544517336
492,13573,2,Recency,-0.4176019172219397
493,13575,2,Recency,-0.7035172626102569
494,13576,0,Recency,-0.8411802066861135
495,13577,0,Recency,-0.6823383481370483
496,13581,1,Recency,2.325067507058585
497,13583,2,Recency,0.6942910926215163
498,13584,1,Recency,2.293299135348772
499,13587,2,Recency,-0.27993897314608324
500,13588,0,Recency,-0.7882329205030917
501,13589,2,Recency,-0.7988223777396961
502,13590,0,Recency,-0.8305907494495091
503,13591,2,Recency,-0.2693495159094789
504,13592,1,Recency,1.2237639544517336
505,13593,2,Recency,0.1965866025011122
506,13594,1,Recency,-0.39642300274873105
507,13596,0,Recency,-0.8941274928691352
508,13598,1,Recency,-0.44937028893175274
509,13599,0,Recency,-0.9364853218155526
510,13600,1,Recency,2.3568358787683983
511,13601,2,Recency,-0.4705492034049614
512,13602,2,Recency,-0.2693495159094789
513,13603,2,Recency,-0.671748890900444
514,13606,1,Recency,-0.6399805191906309
515,13607,2,Recency,-0.5234964895879831
516,13610,0,Recency,-0.8200012922129047
517,13611,2,Recency,-0.00461308499437032
518,13614,0,Recency,-0.6929278053736526
519,13615,1,Recency,2.420372622188024
520,13617,2,Recency,-0.5234964895879831
521,13618,1,Recency,0.8849013228803945
522,13621,1,Recency,0.28130226039394696
523,13623,2,Recency,-0.6293910619540266
524,13626,1,Recency,1.7214684445721375
525,13627,2,Recency,-0.3222968020925006
526,13629,0,Recency,-0.7035172626102569
527,13630,0,Recency,-0.8941274928691352
528,13631,1,Recency,1.234353411688338
529,13632,0,Recency,-0.6929278053736526
530,13634,0,Recency,-0.5976226902442136
531,13635,2,Recency,-0.23758114419966586
532,13636,2,Recency,-0.5658543185344005
533,13637,2,Recency,-0.39642300274873105
534,13638,1,Recency,-0.7882329205030917
535,13639,2,Recency,-0.16345494354343545
536,13642,1,Recency,1.329658526817777
537,13643,2,Recency,-0.6188016047174222
538,13644,0,Recency,-0.7776434632664874
539,13645,1,Recency,0.32366008934036433
540,13647,0,Recency,-0.8517696639227178
541,13649,1,Recency,1.763826273518555
542,13650,0,Recency,-0.7776434632664874
543,13652,2,Recency,-0.4705492034049614
544,13654,2,Recency,-0.4917281178781701
545,13655,2,Recency,0.26012334592073827
546,13656,1,Recency,0.7895962077509554
547,13657,1,Recency,-0.8411802066861135
548,13658,0,Recency,-0.8517696639227178
549,13659,2,Recency,1.2237639544517336
550,13662,2,Recency,-0.046970913940787694
551,13663,1,Recency,0.9484380663000206
552,13666,1,Recency,-0.3117073448558963
553,13667,2,Recency,0.6307543492018902
554,13668,0,Recency,-0.9258958645789481
555,13669,1,Recency,-0.4176019172219397
556,13670,1,Recency,-0.15286548630683114
557,13673,2,Recency,-0.7564645487932787
558,13675,2,Recency,0.651933263675099
559,13678,1,Recency,0.651933263675099
560,13680,0,Recency,-0.9364853218155526
561,13681,2,Recency,-0.767054006029883
562,13682,1,Recency,1.0331537241928552
563,13684,1,Recency,2.070920533380081
564,13685,0,Recency,-0.9153064073423438
565,13686,1,Recency,0.9802064380098336
566,13689,2,Recency,-0.27993897314608324
567,13690,1,Recency,-0.3222968020925006
568,13692,2,Recency,-0.6929278053736526
569,13694,0,Recency,-0.9153064073423438
570,13695,2,Recency,-0.6188016047174222
571,13697,1,Recency,-0.5446754040611919
572,13699,1,Recency,0.6942910926215163
573,13700,0,Recency,-0.671748890900444
574,13703,1,Recency,2.420372622188024
575,13704,0,Recency,-0.8941274928691352
576,13705,2,Recency,-0.8729485783959264
577,13706,1,Recency,2.2509413064023547
578,13707,1,Recency,1.8803103031212027
579,13708,2,Recency,1.9226681320676202
580,13709,0,Recency,-0.9153064073423438
581,13710,1,Recency,-0.6188016047174222
582,13711,1,Recency,1.36142689852759
583,13712,1,Recency,1.6579317011525116
584,13715,2,Recency,2.0285627044336634
585,13716,1,Recency,1.9014892175944114
586,13717,2,Recency,-0.6082121474808179
587,13718,1,Recency,1.6579317011525116
588,13719,0,Recency,-0.7882329205030917
589,13720,2,Recency,0.28130226039394696
590,13721,2,Recency,-0.5658543185344005
591,13722,2,Recency,0.4401441189430121
592,13723,1,Recency,1.3508374412909856
593,13725,2,Recency,-0.42819137445854405
594,13726,2,Recency,-0.5446754040611919
595,13727,2,Recency,-0.6505699764272352
596,13728,2,Recency,-0.5658543185344005
597,13730,2,Recency,0.48250194788942946
598,13731,2,Recency,1.3720163557641942
599,13732,2,Recency,-0.6505699764272352
600,13735,0,Recency,-0.6929278053736526
601,13736,0,Recency,-0.8941274928691352
602,13737,1,Recency,1.1708166682687118
603,13740,1,Recency,1.5943949577328855
604,13741,2,Recency,-0.19522331525324849
605,13742,0,Recency,-0.7776434632664874
606,13743,0,Recency,-0.9258958645789481
607,13744,2,Recency,0.05892365842525574
608,13745,2,Recency,0.7684172932777468
609,13748,2,Recency,0.05892365842525574
610,13750,2,Recency,-0.3858335455121267
611,13751,1,Recency,2.102688905089894
612,13752,2,Recency,0.6942910926215163
613,13753,1,Recency,2.0920994478532897
614,13754,1,Recency,2.40978316495142
615,13755,0,Recency,-0.9153064073423438
616,13756,0,Recency,-0.9258958645789481
617,13758,2,Recency,-0.5446754040611919
618,13759,2,Recency,-0.19522331525324849
619,13760,1,Recency,-0.37524408827552236
620,13761,2,Recency,-0.4176019172219397
621,13762,1,Recency,1.36142689852759
622,13763,2,Recency,-0.27993897314608324
623,13764,2,Recency,-0.20581277248985283
624,13767,0,Recency,-0.6823383481370483
625,13769,0,Recency,-0.9258958645789481
626,13771,2,Recency,-0.2693495159094789
627,13772,2,Recency,-0.5976226902442136
628,13774,1,Recency,-0.08932874288720506
629,13777,0,Recency,-0.8623591211593221
630,13778,1,Recency,0.1436393163180905
631,13780,2,Recency,-0.8729485783959264
632,13781,1,Recency,1.700289530098929
633,13782,0,Recency,-0.8200012922129047
634,13784,1,Recency,1.36142689852759
635,13787,1,Recency,-0.15286548630683114
636,13790,2,Recency,-0.9047169501057395
637,13791,2,Recency,0.3977862899965947
638,13792,1,Recency,-0.2481706014362702
639,13798,0,Recency,-0.9258958645789481
640,13799,2,Recency,0.28130226039394696
641,13800,2,Recency,2.325067507058585
642,13801,1,Recency,-0.2481706014362702
643,13802,2,Recency,0.5142703195992425
644,13803,1,Recency,1.7532368162819507
645,13804,2,Recency,-0.6293910619540266
646,13805,2,Recency,-0.39642300274873105
647,13808,0,Recency,-0.8941274928691352
648,13819,2,Recency,2.2403518491657506
649,13821,2,Recency,0.5778070630188685
650,13822,2,Recency,-0.5234964895879831
651,13823,2,Recency,-0.7564645487932787
652,13824,2,Recency,1.6049844149694898
653,13826,1,Recency,0.9166696945902075
654,13827,2,Recency,-0.3434757165657093
655,13828,1,Recency,-0.7141067198468614
656,13831,0,Recency,-0.7776434632664874
657,13832,1,Recency,-0.7458750915566743
658,13833,2,Recency,0.7366489215679337
659,13835,2,Recency,-0.6823383481370483
660,13837,1,Recency,1.2873006978713595
661,13838,0,Recency,-0.8941274928691352
662,13842,0,Recency,-0.332886259329105
663,13844,2,Recency,-0.8305907494495091
664,13846,2,Recency,-0.6929278053736526
665,13848,1,Recency,2.197994020219333
666,13849,2,Recency,-0.40701245998533536
667,13850,2,Recency,0.4189652044698034
668,13851,2,Recency,0.05892365842525574
669,13853,2,Recency,-0.3434757165657093
670,13854,0,Recency,-0.8623591211593221
671,13856,1,Recency,0.8319540366973728
672,13858,1,Recency,-0.3434757165657093
673,13859,1,Recency,2.505088280080859
674,13860,0,Recency,-0.9364853218155526
675,13862,0,Recency,-0.7564645487932787
676,13863,1,Recency,1.668521158389116
677,13865,2,Recency,-0.332886259329105
678,13866,1,Recency,-0.16345494354343545
