CustomerID,Recency,Frequency,MonetaryValue
13914,12,3,67.86
13917,50,3,17.04
13918,50,4,106.3
13922,352,2,51.75
13923,54,6,98.42000000000002
13924,2,23,337.24000000000007
13925,122,10,142.47
13926,24,1,20.4
13927,75,3,47.2
13928,11,6,91.32
13929,170,2,433.7
13930,58,2,30.6
13931,96,16,280.90000000000003
13933,110,3,77.1
13934,264,10,219.25
13936,180,7,112.54
13937,170,2,50.39999999999999
13938,36,3,21.94
13939,24,13,149.91
13940,18,7,141.54000000000005
13941,22,6,547.2
13946,202,2,131.39999999999998
13947,66,1,19.8
13948,361,1,46.8
13949,3,30,454.94000000000005
13950,12,3,55.08
13951,177,7,115.38
13952,218,32,722.0599999999997
13953,8,3,795.0
13954,2,9,176.5
13955,155,9,72.98000000000002
13956,6,32,266.48
13959,80,19,142.96000000000004
13960,22,2,24.660000000000004
13962,246,1,15.3
13963,309,3,45.2
13967,146,1,45.0
13969,8,129,1970.97
13971,19,26,467.36
13972,202,3,53.9
13973,288,5,177.2
13974,50,3,39.96
13975,32,63,433.75000000000017
13978,46,3,63.32000000000001
13979,74,15,227.0
13980,61,4,91.66
13982,40,15,325.35
13983,30,23,826.94
13984,326,1,11.8
13985,5,68,1406.42
13986,18,3,58.13
13988,20,42,661.7399999999999
13989,66,11,316.6
13990,214,3,54.55
13991,13,21,195.13
13992,31,1,20.0
13993,43,14,541.28
13994,4,26,467.03999999999985
13995,57,14,217.43
13999,11,27,588.9800000000001
14000,212,3,60.0
14001,46,8,496.2000000000001
14002,135,5,70.28
14004,44,37,1170.75
14005,10,22,697.3600000000001
14006,116,6,196.32
14009,199,11,199.11
14012,278,3,104.4
14013,111,6,82.38
14014,78,4,28.24
14015,53,4,189.42
14019,47,8,204.85
14020,17,7,119.06
14021,156,8,218.85
14022,226,6,64.86
14023,8,6,110.5
14024,122,4,66.15
14027,61,1,10.2
14029,64,1,25.5
14030,19,37,297.68000000000006
14031,8,41,2504.6800000000007
14032,17,26,484.42
14034,23,23,66.69
14035,29,15,275.12
14036,285,8,137.0
14037,365,4,15.75
14038,79,14,237.70000000000005
14039,34,3,102.6
14040,62,40,696.3
14041,267,4,11.8
14044,27,38,118.19000000000004
14047,9,3,113.1
14048,306,21,95.47
14049,17,97,1048.92
14050,32,12,184.73
14051,1,32,2688.9500000000007
14052,20,11,38.99999999999999
14054,66,1,9.96
14055,107,2,137.6
14056,2,205,1618.4600000000007
14057,24,52,1356.9399999999996
14059,267,1,23.4
14060,5,43,1623.2999999999995
14062,10,18,1140.2200000000005
14064,30,18,218.71
14066,267,2,53.25
14067,64,8,73.9
14068,321,5,67.80000000000001
14071,4,70,296.92999999999995
14073,33,3,30.94
14075,5,12,222.12
14076,130,8,21.79
14077,79,11,111.27
14078,102,9,300.4
14079,125,3,46.55
14081,303,16,98.90000000000002
14082,365,5,32.6
14083,5,21,153.3
14085,3,102,925.34
14087,3,16,56.50999999999999
14088,11,141,11812.270000000002
14089,57,4,79.45
14092,8,34,634.5
14093,13,16,91.34999999999998
14096,5,1055,13300.099999999993
14098,37,6,18.26
14099,17,55,701.93
14100,138,6,41.95
14101,74,11,2191.94
14102,6,16,251.6
14104,155,4,93.6
14105,240,13,224.73
14107,52,24,498.16
14108,31,4,85.98
14109,73,3,55.2
14110,4,29,1367.9
14112,23,30,537.9000000000002
14113,4,6,106.8
14114,274,2,53.7
14116,20,13,245.32
14117,144,1,30.0
14121,4,32,631.12
14124,85,2,118.08
14125,11,29,443.07000000000016
14126,11,2,29.4
14127,123,6,92.34
14128,61,12,184.22
14129,2,11,251.00000000000003
14130,320,14,99.25
14132,3,41,757.98
14133,130,8,187.92
14135,2,19,1035.24
14138,2,12,327.29
14139,47,5,66.24
14140,4,13,164.54999999999995
14141,3,4,144.60000000000005
14145,47,3,1128.6
14146,9,48,823.6199999999999
14147,286,1,136.0
14148,234,1,127.5
14149,221,3,50.39999999999999
14150,36,8,163.6
14152,76,10,114.18
14154,240,11,214.7
14155,267,2,35.7
14157,286,3,18.97
14158,41,10,115.98
14159,20,223,837.3899999999996
14161,216,12,70.44
14162,174,4,35.84999999999999
14163,88,16,524.8399999999998
14164,81,4,131.4
14165,276,9,49.48
14167,40,13,167.95
14171,99,11,83.57
14173,11,5,53.68000000000001
14174,34,5,19.05
14175,60,34,707.59
14176,298,5,88.0
14177,96,9,68.30000000000001
14178,9,69,342.88999999999993
14179,41,36,149.38000000000005
14180,11,39,754.0000000000001
14184,67,6,110.64
14185,332,1,165.0
14188,31,15,422.4
14189,3,54,987.9499999999997
14191,2,48,896.0699999999997
14193,68,8,157.2
14194,5,115,2343.4499999999994
14195,253,1,100.8
14196,107,2,244.8
14198,19,6,106.75
14201,61,7,113.18
14204,3,11,45.6
14205,17,6,113.7
14206,240,3,56.99999999999999
14208,95,1,10.5
14209,122,7,119.75
14210,106,22,397.04000000000013
14211,54,16,299.82
14212,90,3,339.4
14214,171,11,196.59
14215,12,18,311.25
14216,4,10,276.86
14217,12,30,595.53
14218,43,4,54.56
14219,5,1,4.68
14220,248,8,307.2
14221,43,33,588.7899999999997
14222,178,13,212.22
14223,93,8,111.92
14224,111,22,214.73
14226,30,13,461.2000000000001
14227,27,33,677.8799999999999
14229,52,8,313.98
14231,184,11,164.62
14232,43,23,475.26
14233,50,6,174.76000000000005
14234,31,35,182.75
14235,158,17,701.48
14236,81,3,33.84
14239,44,21,507.06000000000006
14240,31,5,80.16
14241,184,3,94.6
14242,235,2,34.55
14243,9,20,325.23
14245,220,20,298.72
14246,111,12,233.14
14247,279,4,21.8
14248,319,3,43.38
14250,8,20,365.54
14251,2,14,537.0
14256,261,17,301.2999999999999
14257,124,18,358.75
14258,90,22,2687.34
14259,142,1,15.9
14261,51,8,256.5
14262,9,22,482.82000000000005
14264,155,4,79.7
14267,163,10,311.68
14270,332,6,111.3
14271,226,1,11.9
14272,74,7,86.30000000000003
14273,137,2,35.099999999999994
14276,99,12,212.66
14280,197,2,20.94
14282,4,36,781.22
14284,31,6,109.45
14285,22,4,199.92
14286,24,64,1011.76
14287,9,2,35.40000000000001
14288,214,4,80.7
14289,9,8,178.2
14290,12,26,648.19
14291,2,57,1054.14
14292,8,19,793.6800000000002
14293,4,5,84.36
14295,41,2,50.40000000000001
14297,18,13,283.21
14298,9,325,9798.259999999991
14299,9,24,542.5599999999998
14301,118,2,168.12
14304,223,5,96.5
14305,72,19,364.63
14306,52,3,208.5
14307,89,34,566.8299999999998
14309,9,27,671.6700000000002
14311,243,6,96.55
14312,47,16,262.54
14314,107,1,9.12
14315,45,25,647.35
14317,65,6,142.38
14320,333,7,93.09
14321,11,24,271.92
14323,115,13,208.08
14326,243,2,40.2
14327,164,4,90.2
14329,18,46,967.2800000000003
14331,136,4,58.38
14332,23,7,84.36000000000001
14333,68,2,29.1
14334,94,35,596.5600000000002
14336,17,17,342.82
14338,197,3,59.6
14339,243,4,116.1
14340,219,3,65.4
14341,46,23,363.03
14342,22,5,169.56
14344,128,9,67.94
14345,39,2,32.85
14346,121,13,274.36
14348,261,3,47.7
14349,11,8,25.49
14350,275,3,31.86
14351,165,1,51.0
14352,235,8,236.6
14353,216,2,18.9
14354,6,3,48.6
14356,80,9,138.46999999999997
14357,44,5,25.25
14359,20,11,189.3
14360,32,32,675.6999999999998
14362,23,9,36.8
14364,135,18,1066.0
14367,9,114,1913.41
14368,320,1,17.0
14371,296,1,26.1
14373,359,1,24.95
14375,186,22,87.09999999999998
14377,192,3,115.85
14379,45,9,80.97
14381,53,11,40.2
14382,27,28,176.65000000000003
14383,39,12,348.01999999999987
14385,10,4,71.05
14386,297,2,27.9
14387,33,26,368.13
14388,11,35,588.6899999999998
14389,66,11,220.1
14390,11,51,917.61
14393,219,2,29.75
14395,3,67,682.0500000000002
14396,66,8,110.52
14397,3,21,498.97999999999985
14400,150,4,153.14
14401,5,38,805.9599999999998
14403,218,6,546.8100000000002
14404,34,15,205.01
14406,120,1,15.3
14407,108,12,471.99
14408,11,21,589.42
14409,72,11,324.41
14410,93,36,257.50999999999993
14411,311,3,286.2000000000001
14412,43,9,114.13
14413,363,3,14.45
14414,92,25,347.4600000000001
14415,2,102,1044.5499999999997
14416,43,2,36.1
14418,4,29,499.59
14419,11,37,202.57
14420,100,4,48.36
14421,58,7,197.37
14422,1,46,829.7200000000001
14426,24,55,1046.62
14427,64,6,99.58
14428,8,23,218.89
14431,303,2,43.2
14432,10,92,515.18
14434,38,1,69.6
14436,99,1,9.48
14438,307,3,47.5
14440,9,10,412.74000000000007
14441,1,12,466.63999999999993
14443,54,20,314.27
14446,1,60,266.84
14447,19,20,344.00000000000006
14448,365,4,12.0
14449,19,34,158.56
14450,181,6,80.55000000000003
14451,61,17,94.84
14452,11,8,35.91
14453,191,5,34.43
14456,6,188,636.6600000000002
14459,156,6,227.6
14461,149,26,340.42
14462,67,38,309.34
14463,206,1,76.32000000000002
14465,247,23,134.35000000000002
14466,30,10,408.3
14467,18,10,50.65000000000001
14470,12,11,109.04
14472,104,54,365.22999999999985
14473,283,1,85.0
14474,47,2,32.3
14475,72,8,252.85
14476,258,4,55.75
14477,51,1,179.0
14479,254,2,48.4
14481,165,3,54.8
14482,19,26,253.61
14484,51,3,78.2
14485,39,11,39.71
14487,27,29,223.15000000000003
14488,68,12,188.48
14489,208,4,52.5
14491,176,3,50.15
14493,8,24,465.48
14494,26,1,30.0
14495,122,1,19.8
14496,312,3,50.97
14497,310,6,105.96
14498,43,34,441.07000000000016
14499,27,41,165.94999999999996
14501,184,4,93.18
14502,20,127,444.17999999999984
14503,4,29,786.11
14504,48,21,121.83
14505,18,152,1150.38
14506,18,57,353.58
14507,41,24,333.16
14508,23,14,83.95999999999998
14511,12,20,315.64
14512,188,5,75.35000000000002
14513,207,2,53.65
14514,62,11,125.08
14515,18,18,365.97999999999985
14517,34,5,75.95
14518,65,5,64.09
14520,2,1,62.40000000000001
14522,93,3,189.42
14523,109,2,22.4
14524,32,28,293.95999999999987
14525,20,57,728.68
14527,3,187,1628.8800000000015
14528,38,4,150.24
14529,61,42,122.15000000000002
14530,26,53,742.5799999999998
14532,237,7,96.45
14533,25,12,447.06
14534,3,108,1082.5
14535,61,75,711.72
14536,260,2,59.5
14537,58,3,100.68
14538,65,2,32.7
14539,16,5,114.0
14540,10,15,200.32
14541,169,25,299.6400000000001
14543,31,13,546.4300000000002
14544,25,24,406.8
14546,6,70,503.6999999999999
14547,4,79,1008.0100000000003
14548,318,2,326.4
14549,312,8,40.08000000000001
14550,11,8,103.81
14551,205,2,27.64
14552,152,9,31.119999999999994
14553,20,18,166.84000000000003
14554,11,53,709.0799999999997
14555,303,3,32.45
14557,86,5,260.46000000000004
14560,8,14,338.95999999999987
14561,76,9,140.61
14562,4,95,1040.98
